record_id,source,material_code,description,attributes,ground_truth_group,variant
cpse-08315,catalogue,GASKET-08315,SPIRAL WOUND GASKET DN50,"{""size"": ""DN50"", ""standard"": ""ASME B16.20""}",gasket,terminology
cpse-08314,erp,FLANGE-08314,WELD NECK FLANGE DN50 PN16,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092""}",flange,unit_format
cpse-09397,erp,BOLT_B-09397,STL BLT M10 GR B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_b,abbreviation
cpse-08384,catalogue,CABLE-08384,POWER CABLE 4 CORE 240VAC,"{""size"": ""4 core"", ""voltage"": ""240 V""}",cable,unit_format
cpse-01042,erp,FLANGE-01042,WELD NECK FLANGE DN50 PN16,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092""}",flange,terminology
cpse-05176,erp,NUT_M10-05176,STL HEX NUT M10 GR B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032""}",nut_m10,abbreviation
cpse-06042,maintenance,PIPE-06042,CARBON STEEL PIPE 50 MM SCH 40,"{""size"": ""50 mm"", ""standard"": ""ASTM A106""}",pipe,exact
cpse-08454,maintenance,PIPE-08454,CARBON STEEL PIPE 50mm SCH 40,"{""size"": ""50 mm"", ""standard"": ""ASTM A106""}",pipe,unit_format
cpse-08907,maintenance,BOLT_M12-08907,STL BLT M12 GR B,"{""grade"": ""B"", ""size"": ""M12"", ""standard"": ""ISO 4014""}",bolt_m12,abbreviation
cpse-01263,maintenance,BOLT_M12-01263,STL BLT M12 GR B,"{""grade"": ""B"", ""size"": ""M12"", ""standard"": ""ISO 4014""}",bolt_m12,abbreviation
cpse-01630,erp,FLANGE-01630,WELD NECK FLANGE DN50 PN16,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092""}",flange,terminology
cpse-01476,maintenance,MOTOR-01476,INDUCTION MOTOR 5 KW 415 V,"{""size"": ""5 kW"", ""voltage"": ""415 V""}",motor,terminology
cpse-00116,catalogue,CABLE-00116,CÂBLE PUISSANCE 4 ÂMES 240 V,"{""size"": ""4 core"", ""voltage"": ""240 V""}",cable,multilingual
cpse-01646,catalogue,BOLT_C-01646,STEEL BOLT M10 GRADE C,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_c,exact
cpse-01363,erp,VALVE-01363,GATE VALVE 50mm 150 PSI,"{""pressure"": ""150 psi"", ""size"": ""50 mm"", ""standard"": ""API 600""}",valve,unit_format
cpse-08160,maintenance,MOTOR-08160,INDUCTION MOTOR 5 KW 415 V,"{""size"": ""5 kW"", ""voltage"": ""415 V""}",motor,unit_format
cpse-00946,erp,FLANGE-00946,WELD NECK FLANGE DN50 PN16,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092""}",flange,exact
cpse-01230,maintenance,PIPE-01230,CARBON STEEL PIPE 50mm SCH 40,"{""size"": ""50 mm"", ""standard"": ""ASTM A106""}",pipe,unit_format
cpse-07934,catalogue,BOLT_C-07934,STL BLT M10 GR C,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_c,abbreviation
cpse-08944,erp,NUT_M10-08944,STEEL HEX NUT 10 mm GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032""}",nut_m10,unit_format
cpse-03754,erp,FLANGE-03754,WELD NECK FLANGE DN50 PN16,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092""}",flange,near_duplicate
cpse-09432,maintenance,MOTOR-09432,INDUCTION MOTOR 5 KW 415 V,"{""size"": ""5 kW"", ""voltage"": ""415 V""}",motor,abbreviation
cpse-01917,maintenance,BEARING-01917,DEEP GROOVE BALL BEARING 6205,"{""size"": ""6205"", ""standard"": ""ISO 15""}",bearing,terminology
cpse-03740,catalogue,CABLE-03740,POWER CABLE 4 CORE 240 V,"{""size"": ""4 core"", ""voltage"": ""240 V""}",cable,near_duplicate
cpse-05627,catalogue,GASKET-05627,SPIRAL WOUND GASKET DN50,"{""size"": ""DN50"", ""standard"": ""ASME B16.20""}",gasket,terminology
cpse-06455,catalogue,GASKET-06455,SPIRAL WOUND GASKET DN50,"{""size"": ""DN50"", ""standard"": ""ASME B16.20""}",gasket,exact
cpse-09208,erp,NUT_M10-09208,STL HEX NUT M10 GR B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032""}",nut_m10,abbreviation
cpse-04882,erp,FLANGE-04882,WELD NECK FLANGE DN50 PN16,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092""}",flange,abbreviation
cpse-05632,erp,NUT_M10-05632,MATÉRIEL STEEL HEX NUT M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032""}",nut_m10,multilingual
cpse-08190,maintenance,UNRELATED_682-08190,UNRELATED MATERIAL 682 CERAMIC LINER,"{""size"": ""782 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_682,unrelated
cpse-07735,erp,UNRELATED_644-07735,UNRELATED MATERIAL 644 CERAMIC LINER,"{""size"": ""744 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_644,unrelated
cpse-00665,catalogue,UNRELATED_55-00665,UNRELATED MATERIAL 55 CERAMIC LINER,"{""size"": ""155 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_55,unrelated
cpse-03318,maintenance,UNRELATED_276-03318,UNRELATED MATERIAL 276 CERAMIC LINER,"{""size"": ""376 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_276,unrelated
cpse-04405,erp,BOLT_B-04405,CARBON STEEL HEX BOLT M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_b,near_duplicate
cpse-00969,maintenance,BEARING-00969,DEEP GROOVE BALL BEARING 6205,"{""size"": ""6205"", ""standard"": ""ISO 15""}",bearing,abbreviation
cpse-05998,erp,FLANGE-05998,WELD NECK FLANGE DN50 PN16,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092""}",flange,terminology
cpse-04066,erp,FLANGE-04066,WELD NECK FLANGE DN50 PN16,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092""}",flange,terminology
cpse-00529,erp,BOLT_B-00529,БОЛТ СТАЛЬ M10 КЛАСС B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_b,multilingual
cpse-05819,catalogue,GASKET-05819,SPIRAL WOUND GASKET DN50,"{""size"": ""DN50"", ""standard"": ""ASME B16.20""}",gasket,near_duplicate
cpse-05652,maintenance,MOTOR-05652,INDUCTION MOTOR 5 KW 415 V,"{""size"": ""5 kW"", ""voltage"": ""415 V""}",motor,abbreviation
cpse-04332,maintenance,MOTOR-04332,INDUCTION MOTOR 5 KW 415 V,"{""size"": ""5 kW"", ""voltage"": ""415 V""}",motor,terminology
cpse-08906,catalogue,BOLT_C-08906,CARBON STEEL HEX BOLT M10 GRADE C,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_c,near_duplicate
cpse-01169,catalogue,UNRELATED_97-01169,UNRELATED MATERIAL 97 CERAMIC LINER,"{""size"": ""197 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_97,unrelated
cpse-01168,erp,NUT_M10-01168,STEEL HEX NUT M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032""}",nut_m10,terminology
cpse-02883,maintenance,BOLT_M12-02883,STEEL FASTENER M12 GRADE B,"{""grade"": ""B"", ""size"": ""M12"", ""standard"": ""ISO 4014""}",bolt_m12,terminology
cpse-05423,catalogue,GASKET-05423,SPIRAL WOUND GASKET DN50,"{""size"": ""DN50"", ""standard"": ""ASME B16.20""}",gasket,unit_format
cpse-08527,erp,VALVE-08527,GATE VALVE 50 MM 150 PSI,"{""pressure"": ""150 psi"", ""size"": ""50 mm"", ""standard"": ""API 600""}",valve,exact
cpse-08630,catalogue,BOLT_C-08630,STEEL FASTENER M10 GRADE C,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_c,terminology
cpse-07668,maintenance,MOTOR-07668,INDUCTION MOTOR 5 KW 415 V,"{""size"": ""5 kW"", ""voltage"": ""415 V""}",motor,abbreviation
cpse-06146,catalogue,UNRELATED_512-06146,UNRELATED MATERIAL 512 CERAMIC LINER,"{""size"": ""612 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_512,unrelated
cpse-02574,maintenance,PIPE-02574,CARBON STEEL PIPE 50mm SCH 40,"{""size"": ""50 mm"", ""standard"": ""ASTM A106""}",pipe,unit_format
cpse-05001,maintenance,BEARING-05001,DEEP GROOVE BALL BEARING 6205,"{""size"": ""6205"", ""standard"": ""ISO 15""}",bearing,abbreviation
cpse-05133,maintenance,BEARING-05133,DEEP GROOVE BALL BEARING 6205,"{""size"": ""6205"", ""standard"": ""ISO 15""}",bearing,near_duplicate
cpse-03714,maintenance,PIPE-03714,TUBO ACERO CARBONO 50 MM SCH 40,"{""size"": ""50 mm"", ""standard"": ""ASTM A106""}",pipe,multilingual
cpse-09002,catalogue,UNRELATED_750-09002,UNRELATED MATERIAL 750 CERAMIC LINER,"{""size"": ""850 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_750,unrelated
cpse-03367,erp,UNRELATED_280-03367,UNRELATED MATERIAL 280 CERAMIC LINER,"{""size"": ""380 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_280,unrelated
cpse-09781,erp,BOLT_B-09781,CARBON STEEL HEX BOLT M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_b,near_duplicate
cpse-09927,maintenance,BOLT_M12-09927,STEEL BOLT M12 GRADE B,"{""grade"": ""B"", ""size"": ""M12"", ""standard"": ""ISO 4014""}",bolt_m12,exact
cpse-07485,maintenance,BEARING-07485,DEEP GROOVE BALL BEARING 6205,"{""size"": ""6205"", ""standard"": ""ISO 15""}",bearing,near_duplicate
cpse-09563,catalogue,GASKET-09563,SPIRAL WOUND GASKET DN50,"{""size"": ""DN50"", ""standard"": ""ASME B16.20""}",gasket,exact
cpse-03946,erp,FLANGE-03946,WELD NECK FLANGE DN50 PN16,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092""}",flange,unit_format
cpse-03698,catalogue,BOLT_C-03698,CARBON STEEL HEX BOLT M10 GRADE C,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_c,near_duplicate
cpse-07551,maintenance,BOLT_M12-07551,STEEL BOLT M12 GRADE B,"{""grade"": ""B"", ""size"": ""M12"", ""standard"": ""ISO 4014""}",bolt_m12,unit_format
cpse-00132,maintenance,MOTOR-00132,INDUCTION MOTOR 5 KW 415 V,"{""size"": ""5 kW"", ""voltage"": ""415 V""}",motor,terminology
cpse-01984,erp,NUT_M10-01984,STL HEX NUT M10 GR B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032""}",nut_m10,abbreviation
cpse-04292,catalogue,CABLE-04292,POWER CABLE 4 CORE 240 V,"{""size"": ""4 core"", ""voltage"": ""240 V""}",cable,exact
cpse-01605,maintenance,BEARING-01605,DEEP GROOVE BALL BEARING 6205,"{""size"": ""6205"", ""standard"": ""ISO 15""}",bearing,near_duplicate
cpse-00742,erp,UNRELATED_61-00742,UNRELATED MATERIAL 61 CERAMIC LINER,"{""size"": ""161 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_61,unrelated
cpse-09804,maintenance,MOTOR-09804,MATÉRIEL INDUCTION MOTOR 5 KW 415 V,"{""size"": ""5 kW"", ""voltage"": ""415 V""}",motor,multilingual
cpse-05404,erp,UNRELATED_450-05404,UNRELATED MATERIAL 450 CERAMIC LINER,"{""size"": ""550 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_450,unrelated
cpse-09757,erp,BOLT_B-09757,STEEL FASTENER M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_b,terminology
cpse-08344,erp,UNRELATED_695-08344,UNRELATED MATERIAL 695 CERAMIC LINER,"{""size"": ""795 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_695,unrelated
cpse-01606,erp,FLANGE-01606,WELD NECK FLANGE DN50 PN16,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092""}",flange,abbreviation
cpse-07782,maintenance,PIPE-07782,CARBON STEEL PIPE 50mm SCH 40,"{""size"": ""50 mm"", ""standard"": ""ASTM A106""}",pipe,unit_format
cpse-07206,maintenance,PIPE-07206,CARBON STL PIPE 50 MM SCH 40,"{""size"": ""50 mm"", ""standard"": ""ASTM A106""}",pipe,abbreviation
cpse-08523,maintenance,BOLT_M12-08523,MATÉRIEL STEEL BOLT M12 GRADE B,"{""grade"": ""B"", ""size"": ""M12"", ""standard"": ""ISO 4014""}",bolt_m12,multilingual
cpse-03978,maintenance,PIPE-03978,CARBON CARBON STEEL PIPE 50 MM SCH 40,"{""size"": ""50 mm"", ""standard"": ""ASTM A106""}",pipe,near_duplicate
cpse-05785,erp,BOLT_B-05785,STL BLT M10 GR B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_b,abbreviation
cpse-04232,catalogue,CABLE-04232,CÂBLE PUISSANCE 4 ÂMES 240 V,"{""size"": ""4 core"", ""voltage"": ""240 V""}",cable,multilingual
cpse-01399,erp,VALVE-01399,GATE VALVE 50 MM 150 PSI,"{""pressure"": ""150 psi"", ""size"": ""50 mm"", ""standard"": ""API 600""}",valve,terminology
cpse-09649,erp,BOLT_B-09649,STL BLT M10 GR B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_b,abbreviation
cpse-04743,maintenance,BOLT_M12-04743,MATÉRIEL STEEL BOLT M12 GRADE B,"{""grade"": ""B"", ""size"": ""M12"", ""standard"": ""ISO 4014""}",bolt_m12,multilingual
cpse-04941,maintenance,BEARING-04941,DEEP GROOVE BALL BEARING 6205,"{""size"": ""6205"", ""standard"": ""ISO 15""}",bearing,terminology
cpse-00741,maintenance,BEARING-00741,DEEP GROOVE BALL BEARING 6205,"{""size"": ""6205"", ""standard"": ""ISO 15""}",bearing,terminology
cpse-05032,erp,NUT_M10-05032,STEEL HEX NUT M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032""}",nut_m10,terminology
cpse-06688,erp,NUT_M10-06688,STL HEX NUT M10 GR B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032""}",nut_m10,abbreviation
cpse-02052,maintenance,MOTOR-02052,INDUCTION MOTOR 5 KW 415 V,"{""size"": ""5 kW"", ""voltage"": ""415 V""}",motor,exact
cpse-09022,erp,FLANGE-09022,WELD NECK FLANGE DN50 PN16,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092""}",flange,terminology
cpse-05165,catalogue,WASHER-05165,STEEL WASHER M10,"{""size"": ""M10"", ""standard"": ""ISO 7089""}",washer,terminology
cpse-00746,catalogue,BOLT_C-00746,БОЛТ СТАЛЬ M10 КЛАСС C,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_c,multilingual
cpse-02213,catalogue,WASHER-02213,STEEL WASHER M10,"{""size"": ""M10"", ""standard"": ""ISO 7089""}",washer,exact
cpse-08238,maintenance,PIPE-08238,CARBON STEEL TUBE 50 MM SCH 40,"{""size"": ""50 mm"", ""standard"": ""ASTM A106""}",pipe,terminology
cpse-01393,erp,UNRELATED_116-01393,UNRELATED MATERIAL 116 CERAMIC LINER,"{""size"": ""216 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_116,unrelated
cpse-05835,maintenance,BOLT_M12-05835,MATÉRIEL STEEL BOLT M12 GRADE B,"{""grade"": ""B"", ""size"": ""M12"", ""standard"": ""ISO 4014""}",bolt_m12,multilingual
cpse-04037,catalogue,WASHER-04037,STEEL WASHER 10 mm,"{""size"": ""M10"", ""standard"": ""ISO 7089""}",washer,unit_format
cpse-08154,maintenance,PIPE-08154,CARBON STEEL TUBE 50 MM SCH 40,"{""size"": ""50 mm"", ""standard"": ""ASTM A106""}",pipe,terminology
cpse-06818,catalogue,UNRELATED_568-06818,UNRELATED MATERIAL 568 CERAMIC LINER,"{""size"": ""668 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_568,unrelated
cpse-09975,maintenance,UNRELATED_831-09975,UNRELATED MATERIAL 831 CERAMIC LINER,"{""size"": ""931 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_831,unrelated
cpse-09153,maintenance,BEARING-09153,MATÉRIEL DEEP GROOVE BALL BEARING 6205,"{""size"": ""6205"", ""standard"": ""ISO 15""}",bearing,multilingual
cpse-07379,catalogue,GASKET-07379,SPIRAL WOUND GASKET DN50,"{""size"": ""DN50"", ""standard"": ""ASME B16.20""}",gasket,exact
cpse-00153,maintenance,BEARING-00153,DEEP GROOVE BALL BEARING 6205,"{""size"": ""6205"", ""standard"": ""ISO 15""}",bearing,terminology
cpse-09641,catalogue,WASHER-09641,CARBON STEEL WASHER M10,"{""size"": ""M10"", ""standard"": ""ISO 7089""}",washer,near_duplicate
cpse-03302,catalogue,BOLT_C-03302,STEEL BOLT 10 mm GRADE C,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_c,unit_format
cpse-02352,maintenance,UNRELATED_195-02352,UNRELATED MATERIAL 195 CERAMIC LINER,"{""size"": ""295 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_195,unrelated
cpse-06956,catalogue,CABLE-06956,POWER CABLE 4 CORE 240VAC,"{""size"": ""4 core"", ""voltage"": ""240 V""}",cable,unit_format
cpse-06449,catalogue,WASHER-06449,CARBON STEEL WASHER M10,"{""size"": ""M10"", ""standard"": ""ISO 7089""}",washer,near_duplicate
cpse-01296,maintenance,MOTOR-01296,INDUCTION MOTOR 5 KW 415 V,"{""size"": ""5 kW"", ""voltage"": ""415 V""}",motor,exact
cpse-00264,maintenance,MOTOR-00264,INDUCTION MOTOR 5 KW 415 V,"{""size"": ""5 kW"", ""voltage"": ""415 V""}",motor,unit_format
cpse-02006,catalogue,BOLT_C-02006,БОЛТ СТАЛЬ M10 КЛАСС C,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_c,multilingual
cpse-07299,maintenance,BOLT_M12-07299,STEEL BOLT M12 GRADE B,"{""grade"": ""B"", ""size"": ""M12"", ""standard"": ""ISO 4014""}",bolt_m12,unit_format
cpse-08442,maintenance,UNRELATED_703-08442,UNRELATED MATERIAL 703 CERAMIC LINER,"{""size"": ""803 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_703,unrelated
cpse-09012,maintenance,MOTOR-09012,INDUCTION MOTOR 5 KW 415 V,"{""size"": ""5 kW"", ""voltage"": ""415 V""}",motor,abbreviation
cpse-07996,erp,NUT_M10-07996,CARBON STEEL HEX NUT M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032""}",nut_m10,near_duplicate
cpse-00650,catalogue,BOLT_C-00650,STEEL FASTENER M10 GRADE C,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_c,terminology
cpse-09136,erp,NUT_M10-09136,STEEL HEX NUT M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032""}",nut_m10,exact
cpse-09858,maintenance,PIPE-09858,CARBON CARBON STEEL PIPE 50 MM SCH 40,"{""size"": ""50 mm"", ""standard"": ""ASTM A106""}",pipe,near_duplicate
cpse-06642,maintenance,PIPE-06642,CARBON STEEL TUBE 50 MM SCH 40,"{""size"": ""50 mm"", ""standard"": ""ASTM A106""}",pipe,terminology
cpse-08912,catalogue,CABLE-08912,POWER CABLE 4 CORE 240 V,"{""size"": ""4 core"", ""voltage"": ""240 V""}",cable,exact
cpse-06224,catalogue,CABLE-06224,POWER CABLE 4 CORE 240 V,"{""size"": ""4 core"", ""voltage"": ""240 V""}",cable,exact
cpse-00333,maintenance,BEARING-00333,MATÉRIEL DEEP GROOVE BALL BEARING 6205,"{""size"": ""6205"", ""standard"": ""ISO 15""}",bearing,multilingual
cpse-04895,catalogue,GASKET-04895,SPIRAL WOUND GASKET DN50,"{""size"": ""DN50"", ""standard"": ""ASME B16.20""}",gasket,near_duplicate
cpse-09016,erp,UNRELATED_751-09016,UNRELATED MATERIAL 751 CERAMIC LINER,"{""size"": ""851 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_751,unrelated
cpse-02261,catalogue,UNRELATED_188-02261,UNRELATED MATERIAL 188 CERAMIC LINER,"{""size"": ""288 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_188,unrelated
cpse-03117,maintenance,BEARING-03117,DEEP GROOVE BALL BEARING 6205,"{""size"": ""6205"", ""standard"": ""ISO 15""}",bearing,near_duplicate
cpse-01297,erp,BOLT_B-01297,CARBON STEEL HEX BOLT M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_b,near_duplicate
cpse-00929,catalogue,WASHER-00929,STEEL WASHER 10 mm,"{""size"": ""M10"", ""standard"": ""ISO 7089""}",washer,unit_format
cpse-07118,catalogue,BOLT_C-07118,STEEL FASTENER M10 GRADE C,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_c,terminology
cpse-07974,maintenance,PIPE-07974,CARBON STEEL PIPE 50 MM SCH 40,"{""size"": ""50 mm"", ""standard"": ""ASTM A106""}",pipe,exact
cpse-09485,catalogue,UNRELATED_790-09485,UNRELATED MATERIAL 790 CERAMIC LINER,"{""size"": ""890 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_790,unrelated
cpse-08152,erp,NUT_M10-08152,MATÉRIEL STEEL HEX NUT M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032""}",nut_m10,multilingual
cpse-00483,maintenance,UNRELATED_40-00483,UNRELATED MATERIAL 40 CERAMIC LINER,"{""size"": ""140 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_40,unrelated
cpse-06970,erp,FLANGE-06970,WELD NECK FLANGE DN50 PN16,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092""}",flange,unit_format
cpse-05438,catalogue,BOLT_C-05438,STEEL FASTENER M10 GRADE C,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_c,terminology
cpse-08789,catalogue,WASHER-08789,MATÉRIEL STEEL WASHER M10,"{""size"": ""M10"", ""standard"": ""ISO 7089""}",washer,multilingual
cpse-06718,erp,FLANGE-06718,WELD NECK FLANGE DN50 PN16,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092""}",flange,unit_format
cpse-03985,erp,BOLT_B-03985,CARBON STEEL HEX BOLT M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_b,near_duplicate
cpse-05284,erp,NUT_M10-05284,STEEL HEX NUT M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032""}",nut_m10,terminology
cpse-01679,catalogue,GASKET-01679,SPIRAL WOUND GASKET DN50,"{""size"": ""DN50"", ""standard"": ""ASME B16.20""}",gasket,terminology
cpse-00843,maintenance,BOLT_M12-00843,STL BLT M12 GR B,"{""grade"": ""B"", ""size"": ""M12"", ""standard"": ""ISO 4014""}",bolt_m12,abbreviation
cpse-07783,erp,VALVE-07783,GATE VALVE 50 MM 150 PSI,"{""pressure"": ""150 psi"", ""size"": ""50 mm"", ""standard"": ""API 600""}",valve,terminology
cpse-01667,catalogue,GASKET-01667,SPIRAL WOUND GASKET DN50,"{""size"": ""DN50"", ""standard"": ""ASME B16.20""}",gasket,exact
cpse-00123,maintenance,BOLT_M12-00123,MATÉRIEL STEEL BOLT M12 GRADE B,"{""grade"": ""B"", ""size"": ""M12"", ""standard"": ""ISO 4014""}",bolt_m12,multilingual
cpse-06614,catalogue,BOLT_C-06614,STEEL FASTENER M10 GRADE C,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_c,terminology
cpse-02184,maintenance,UNRELATED_181-02184,UNRELATED MATERIAL 181 CERAMIC LINER,"{""size"": ""281 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_181,unrelated
cpse-03657,maintenance,BEARING-03657,DEEP GROOVE BALL BEARING 6205,"{""size"": ""6205"", ""standard"": ""ISO 15""}",bearing,abbreviation
cpse-07156,erp,NUT_M10-07156,CARBON STEEL HEX NUT M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032""}",nut_m10,near_duplicate
cpse-04313,catalogue,WASHER-04313,STEEL WASHER M10,"{""size"": ""M10"", ""standard"": ""ISO 7089""}",washer,exact
cpse-01120,erp,UNRELATED_93-01120,UNRELATED MATERIAL 93 CERAMIC LINER,"{""size"": ""193 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_93,unrelated
cpse-07691,catalogue,GASKET-07691,SPIRAL WOUND GASKET DN50,"{""size"": ""DN50"", ""standard"": ""ASME B16.20""}",gasket,unit_format
cpse-07840,erp,UNRELATED_653-07840,UNRELATED MATERIAL 653 CERAMIC LINER,"{""size"": ""753 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_653,unrelated
cpse-05832,maintenance,MOTOR-05832,INDUCTION MOTOR 5 KW 415 V,"{""size"": ""5 kW"", ""voltage"": ""415 V""}",motor,exact
cpse-03312,maintenance,MOTOR-03312,INDUCTION MOTOR 5 KW 415 V,"{""size"": ""5 kW"", ""voltage"": ""415 V""}",motor,exact
cpse-02292,maintenance,MOTOR-02292,INDUCTION MOTOR 5 KW 415 V,"{""size"": ""5 kW"", ""voltage"": ""415 V""}",motor,abbreviation
cpse-07187,catalogue,GASKET-07187,SPIRAL WOUND GASKET DN50,"{""size"": ""DN50"", ""standard"": ""ASME B16.20""}",gasket,unit_format
cpse-07703,catalogue,GASKET-07703,SPIRAL WOUND GASKET DN50,"{""size"": ""DN50"", ""standard"": ""ASME B16.20""}",gasket,abbreviation
cpse-01767,maintenance,BOLT_M12-01767,STL BLT M12 GR B,"{""grade"": ""B"", ""size"": ""M12"", ""standard"": ""ISO 4014""}",bolt_m12,abbreviation
cpse-01934,catalogue,BOLT_C-01934,CARBON STEEL HEX BOLT M10 GRADE C,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_c,near_duplicate
cpse-08417,catalogue,WASHER-08417,STL WASHER M10,"{""size"": ""M10"", ""standard"": ""ISO 7089""}",washer,abbreviation
cpse-06964,erp,NUT_M10-06964,STEEL HEX NUT M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032""}",nut_m10,terminology
cpse-07971,maintenance,BOLT_M12-07971,STEEL BOLT M12 GRADE B,"{""grade"": ""B"", ""size"": ""M12"", ""standard"": ""ISO 4014""}",bolt_m12,unit_format
cpse-03791,catalogue,GASKET-03791,MATÉRIEL SPIRAL WOUND GASKET DN50,"{""size"": ""DN50"", ""standard"": ""ASME B16.20""}",gasket,multilingual
cpse-09234,maintenance,PIPE-09234,CARBON STEEL PIPE 50 MM SCH 40,"{""size"": ""50 mm"", ""standard"": ""ASTM A106""}",pipe,exact
cpse-05387,catalogue,GASKET-05387,MATÉRIEL SPIRAL WOUND GASKET DN50,"{""size"": ""DN50"", ""standard"": ""ASME B16.20""}",gasket,multilingual
