record_id,source,material_code,description,attributes,ground_truth_group,variant
cpse-07828,catalogue,POW-EQUIVALENT_1956-07828,STEEL BOLT 10 mm GRADE B ITEM 1956,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014-1956""}",equivalent_1956,unit_format
cpse-01680,erp,HPC-EQUIVALENT_0419-01680,INDUCTION MOTOR 5 KW 415 V ITEM 0419,"{""size"": ""5 kW"", ""standard"": ""CPSE-0419"", ""voltage"": ""415 V""}",equivalent_0419,unit_format
cpse-08272,catalogue,BHE-NEAR_MISS_0135_B-08272,CARBON STEEL PIPE 12 MM SCH 40 ITEM NM0135,"{""size"": ""12 mm"", ""standard"": ""ASTM A106""}",near_miss_0135_b,near_duplicate
cpse-09381,erp,NTP-SINGLETON_0880-09381,UNIQUE CPSE MATERIAL 0880 CERAMIC LINER,"{""size"": ""1880 mm"", ""standard"": ""CPSE-OTHER""}",singleton_0880,unrelated
cpse-02923,catalogue,IOC-EQUIVALENT_0730-02923,ITEM 0730 SPIRAL WOUND GASKET DN50,"{""size"": ""DN50"", ""standard"": ""ASME B16.20-0730""}",equivalent_0730,terminology
cpse-02097,erp,COA-EQUIVALENT_0524-02097,DEEP GROOVE BALL BEARING 6205 ITEM 0524,"{""size"": ""6205"", ""standard"": ""ISO 15-0524""}",equivalent_0524,exact
cpse-04963,catalogue,IOC-EQUIVALENT_1240-04963,ITEM 1240 STEEL WASHER M10,"{""size"": ""M10"", ""standard"": ""ISO 7089-1240""}",equivalent_1240,terminology
cpse-08675,maintenance,GAI-SINGLETON_0174-08675,UNIQUE CPSE MATERIAL 0174 CERAMIC LINER,"{""size"": ""1174 mm"", ""standard"": ""CPSE-OTHER""}",singleton_0174,unrelated
cpse-09000,erp,HPC-SINGLETON_0499-09000,UNIQUE CPSE MATERIAL 0499 CERAMIC LINER,"{""size"": ""1499 mm"", ""standard"": ""CPSE-OTHER""}",singleton_0499,unrelated
cpse-03782,maintenance,BHE-EQUIVALENT_0945-03782,WELD NECK FLANGE DN50 PN16 ITEM 0945,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092-0945""}",equivalent_0945,abbreviation
cpse-01286,maintenance,SAI-EQUIVALENT_0321-01286,WELD NECK FLANGE DN50 PN16 ITEM 0321,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092-0321""}",equivalent_0321,abbreviation
cpse-09930,erp,HPC-SINGLETON_1429-09930,UNIQUE CPSE MATERIAL 1429 CERAMIC LINER,"{""size"": ""2429 mm"", ""standard"": ""CPSE-OTHER""}",singleton_1429,unrelated
cpse-09588,erp,POW-SINGLETON_1087-09588,UNIQUE CPSE MATERIAL 1087 CERAMIC LINER,"{""size"": ""2087 mm"", ""standard"": ""CPSE-OTHER""}",singleton_1087,unrelated
cpse-03044,maintenance,ONG-EQUIVALENT_0760-03044,STEEL WASHER M10 बोल्ट ITEM 0760,"{""size"": ""M10"", ""standard"": ""ISO 7089-0760""}",equivalent_0760,multilingual
cpse-04158,erp,POW-EQUIVALENT_1039-04158,POWER CABLE 4 CORE 240 V ITEM 1039,"{""size"": ""4 core"", ""standard"": ""CPSE-1039"", ""voltage"": ""240 V""}",equivalent_1039,abbreviation
cpse-02060,maintenance,HPC-EQUIVALENT_0514-02060,SPIRAL WOUND GASKET DN50 ITEM 0514,"{""size"": ""DN50"", ""standard"": ""ASME B16.20-0514""}",equivalent_0514,unit_format
cpse-02791,catalogue,NTP-EQUIVALENT_0697-02791,ITEM 0697 STEEL HEX BOLT M10 GRADE C,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014-0697""}",equivalent_0697,terminology
cpse-04266,erp,SAI-EQUIVALENT_1066-04266,SPIRAL WOUND GASKET DN50 ITEM 1066,"{""size"": ""DN50"", ""standard"": ""ASME B16.20-1066""}",equivalent_1066,abbreviation
cpse-01104,erp,ONG-EQUIVALENT_0275-01104,INDUCTION MOTOR 5 KW 415 V बोल्ट ITEM 0275,"{""size"": ""5 kW"", ""standard"": ""CPSE-0275"", ""voltage"": ""415 V""}",equivalent_0275,multilingual
cpse-03334,catalogue,ONG-EQUIVALENT_0833-03334,CARBON STEEL PIPE 50 MM SCH 40 ITEM 0833,"{""size"": ""50 mm"", ""standard"": ""ASTM A106-0833""}",equivalent_0833,abbreviation
cpse-04923,erp,IOC-EQUIVALENT_1230-04923,ITEM 1230 GATE VALVE 50 MM 150 PSI,"{""pressure"": ""150 psi"", ""size"": ""50 mm"", ""standard"": ""API 600-1230""}",equivalent_1230,terminology
cpse-06351,erp,NTP-EQUIVALENT_1587-06351,ITEM 1587 STEEL HEX NUT M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032-1587""}",equivalent_1587,terminology
cpse-04368,erp,POW-EQUIVALENT_1091-04368,INDUCTION MOTOR 5 KW 415 V ITEM 1091,"{""size"": ""5 kW"", ""standard"": ""CPSE-1091"", ""voltage"": ""415 V""}",equivalent_1091,unit_format
cpse-03656,maintenance,SAI-EQUIVALENT_0913-03656,STEEL BOLT 10 mm GRADE C ITEM 0913,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014-0913""}",equivalent_0913,unit_format
cpse-08931,erp,NTP-SINGLETON_0430-08931,UNIQUE CPSE MATERIAL 0430 CERAMIC LINER,"{""size"": ""1430 mm"", ""standard"": ""CPSE-OTHER""}",singleton_0430,unrelated
cpse-05867,maintenance,COA-EQUIVALENT_1466-05867,ITEM 1466 STEEL HEX BOLT M12 GRADE B,"{""grade"": ""B"", ""size"": ""M12"", ""standard"": ""ISO 4014-1466""}",equivalent_1466,terminology
cpse-07833,erp,IOC-EQUIVALENT_1958-07833,STEEL BOLT M12 GRADE B ITEM 1958,"{""grade"": ""B"", ""size"": ""M12"", ""standard"": ""ISO 4014-1958""}",equivalent_1958,exact
cpse-04885,catalogue,GAI-EQUIVALENT_1221-04885,WELD NECK FLANGE DN50 PN16 ITEM 1221,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092-1221""}",equivalent_1221,exact
cpse-05037,erp,COA-EQUIVALENT_1259-05037,INDUCTION MOTOR 5 KW 415 V ITEM 1259,"{""size"": ""5 kW"", ""standard"": ""CPSE-1259"", ""voltage"": ""415 V""}",equivalent_1259,exact
cpse-01390,catalogue,HPC-EQUIVALENT_0347-01390,INDUCTION MOTOR 5 KW 415 V ITEM 0347,"{""size"": ""5 kW"", ""standard"": ""CPSE-0347"", ""voltage"": ""415 V""}",equivalent_0347,abbreviation
cpse-01069,catalogue,BPC-EQUIVALENT_0267-01069,STEEL HEX NUT M10 GRADE B ITEM 0267,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032-0267""}",equivalent_0267,exact
cpse-02834,maintenance,ONG-EQUIVALENT_0708-02834,STEEL BOLT M10 GR B ITEM 0708,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014-0708""}",equivalent_0708,abbreviation
cpse-09096,erp,SAI-SINGLETON_0595-09096,UNIQUE CPSE MATERIAL 0595 CERAMIC LINER,"{""size"": ""1595 mm"", ""standard"": ""CPSE-OTHER""}",singleton_0595,unrelated
cpse-02961,erp,NTP-EQUIVALENT_0740-02961,DEEP GROOVE BALL BEARING 6205 ITEM 0740,"{""size"": ""6205"", ""standard"": ""ISO 15-0740""}",equivalent_0740,exact
cpse-05265,erp,GAI-EQUIVALENT_1316-05265,DEEP GROOVE BALL BEARING 6205 ITEM 1316,"{""size"": ""6205"", ""standard"": ""ISO 15-1316""}",equivalent_1316,exact
cpse-01364,maintenance,ONG-EQUIVALENT_0340-01364,STEEL WASHER M10 बोल्ट ITEM 0340,"{""size"": ""M10"", ""standard"": ""ISO 7089-0340""}",equivalent_0340,multilingual
cpse-00051,erp,NTP-EQUIVALENT_0012-00051,ITEM 0012 STEEL HEX BOLT M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014-0012""}",equivalent_0012,terminology
cpse-00032,maintenance,BHE-EQUIVALENT_0007-00032,POWER CABLE 4 CORE 240VAC ITEM 0007,"{""size"": ""4 core"", ""standard"": ""CPSE-0007"", ""voltage"": ""240 V""}",equivalent_0007,unit_format
cpse-00996,erp,SAI-EQUIVALENT_0248-00996,DEEP GROOVE BALL BEARING 6205 ITEM 0248,"{""size"": ""6205"", ""standard"": ""ISO 15-0248""}",equivalent_0248,unit_format
cpse-08368,catalogue,POW-NEAR_MISS_0183_B-08368,CARBON STEEL PIPE 12 MM SCH 40 ITEM NM0183,"{""size"": ""12 mm"", ""standard"": ""ASTM A106""}",near_miss_0183_b,near_duplicate
cpse-01551,erp,NTP-EQUIVALENT_0387-01551,ITEM 0387 STEEL HEX NUT M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032-0387""}",equivalent_0387,terminology
cpse-04079,maintenance,BPC-EQUIVALENT_1019-04079,ITEM 1019 INDUCTION MOTOR 5 KW 415 V,"{""size"": ""5 kW"", ""standard"": ""CPSE-1019"", ""voltage"": ""415 V""}",equivalent_1019,terminology
cpse-09023,maintenance,IOC-SINGLETON_0522-09023,UNIQUE CPSE MATERIAL 0522 CERAMIC LINER,"{""size"": ""1522 mm"", ""standard"": ""CPSE-OTHER""}",singleton_0522,unrelated
cpse-04528,catalogue,POW-EQUIVALENT_1131-04528,STEEL HEX NUT 10 mm GRADE B ITEM 1131,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032-1131""}",equivalent_1131,unit_format
cpse-06043,catalogue,IOC-EQUIVALENT_1510-06043,ITEM 1510 SPIRAL WOUND GASKET DN50,"{""size"": ""DN50"", ""standard"": ""ASME B16.20-1510""}",equivalent_1510,terminology
cpse-09884,maintenance,ONG-SINGLETON_1383-09884,UNIQUE CPSE MATERIAL 1383 CERAMIC LINER,"{""size"": ""2383 mm"", ""standard"": ""CPSE-OTHER""}",singleton_1383,unrelated
cpse-00121,catalogue,NTP-EQUIVALENT_0030-00121,GATE VALVE 50 MM 150 PSI ITEM 0030,"{""pressure"": ""150 psi"", ""size"": ""50 mm"", ""standard"": ""API 600-0030""}",equivalent_0030,exact
cpse-09809,maintenance,BPC-SINGLETON_1308-09809,UNIQUE CPSE MATERIAL 1308 CERAMIC LINER,"{""size"": ""2308 mm"", ""standard"": ""CPSE-OTHER""}",singleton_1308,unrelated
cpse-04195,catalogue,GAI-EQUIVALENT_1048-04195,ITEM 1048 STEEL WASHER M10,"{""size"": ""M10"", ""standard"": ""ISO 7089-1048""}",equivalent_1048,terminology
cpse-01031,maintenance,NTP-EQUIVALENT_0257-01031,ITEM 0257 CARBON STEEL PIPE 50 MM SCH 40,"{""size"": ""50 mm"", ""standard"": ""ASTM A106-0257""}",equivalent_0257,terminology
cpse-09475,catalogue,GAI-SINGLETON_0974-09475,UNIQUE CPSE MATERIAL 0974 CERAMIC LINER,"{""size"": ""1974 mm"", ""standard"": ""CPSE-OTHER""}",singleton_0974,unrelated
cpse-09237,erp,COA-SINGLETON_0736-09237,UNIQUE CPSE MATERIAL 0736 CERAMIC LINER,"{""size"": ""1736 mm"", ""standard"": ""CPSE-OTHER""}",singleton_0736,unrelated
cpse-04441,catalogue,NTP-EQUIVALENT_1110-04441,GATE VALVE 50 MM 150 PSI ITEM 1110,"{""pressure"": ""150 psi"", ""size"": ""50 mm"", ""standard"": ""API 600-1110""}",equivalent_1110,exact
cpse-03500,maintenance,HPC-EQUIVALENT_0874-03500,SPIRAL WOUND GASKET DN50 ITEM 0874,"{""size"": ""DN50"", ""standard"": ""ASME B16.20-0874""}",equivalent_0874,unit_format
cpse-09416,maintenance,SAI-SINGLETON_0915-09416,UNIQUE CPSE MATERIAL 0915 CERAMIC LINER,"{""size"": ""1915 mm"", ""standard"": ""CPSE-OTHER""}",singleton_0915,unrelated
cpse-08978,maintenance,POW-SINGLETON_0477-08978,UNIQUE CPSE MATERIAL 0477 CERAMIC LINER,"{""size"": ""1477 mm"", ""standard"": ""CPSE-OTHER""}",singleton_0477,unrelated
cpse-03600,erp,HPC-EQUIVALENT_0899-03600,INDUCTION MOTOR 5 KW 415 V ITEM 0899,"{""size"": ""5 kW"", ""standard"": ""CPSE-0899"", ""voltage"": ""415 V""}",equivalent_0899,unit_format
cpse-04133,maintenance,IOC-EQUIVALENT_1033-04133,STEEL BOLT M10 GRADE C ITEM 1033,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014-1033""}",equivalent_1033,exact
cpse-07016,maintenance,SAI-EQUIVALENT_1753-07016,STEEL BOLT 10 mm GRADE C ITEM 1753,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014-1753""}",equivalent_1753,unit_format
cpse-09794,maintenance,ONG-SINGLETON_1293-09794,UNIQUE CPSE MATERIAL 1293 CERAMIC LINER,"{""size"": ""2293 mm"", ""standard"": ""CPSE-OTHER""}",singleton_1293,unrelated
cpse-07094,maintenance,ONG-EQUIVALENT_1773-07094,WELD NECK FLANGE DN50 PN16 ITEM 1773,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092-1773""}",equivalent_1773,abbreviation
cpse-04851,erp,NTP-EQUIVALENT_1212-04851,ITEM 1212 STEEL HEX BOLT M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014-1212""}",equivalent_1212,terminology
cpse-09981,erp,NTP-SINGLETON_1480-09981,UNIQUE CPSE MATERIAL 1480 CERAMIC LINER,"{""size"": ""2480 mm"", ""standard"": ""CPSE-OTHER""}",singleton_1480,unrelated
cpse-02720,maintenance,HPC-EQUIVALENT_0679-02720,POWER CABLE 4 CORE 240VAC ITEM 0679,"{""size"": ""4 core"", ""standard"": ""CPSE-0679"", ""voltage"": ""240 V""}",equivalent_0679,unit_format
cpse-03710,maintenance,HPC-EQUIVALENT_0927-03710,STEEL HEX NUT M10 GR B ITEM 0927,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032-0927""}",equivalent_0927,abbreviation
cpse-01241,maintenance,NTP-EQUIVALENT_0310-01241,SPIRAL WOUND GASKET DN50 ITEM 0310,"{""size"": ""DN50"", ""standard"": ""ASME B16.20-0310""}",equivalent_0310,exact
cpse-00471,erp,NTP-EQUIVALENT_0117-00471,ITEM 0117 WELD NECK FLANGE DN50 PN16,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092-0117""}",equivalent_0117,terminology
cpse-06543,erp,IOC-EQUIVALENT_1635-06543,ITEM 1635 STEEL HEX NUT M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032-1635""}",equivalent_1635,terminology
cpse-02992,catalogue,BHE-EQUIVALENT_0747-02992,STEEL HEX NUT 10 mm GRADE B ITEM 0747,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032-0747""}",equivalent_0747,unit_format
cpse-08887,catalogue,COA-SINGLETON_0386-08887,UNIQUE CPSE MATERIAL 0386 CERAMIC LINER,"{""size"": ""1386 mm"", ""standard"": ""CPSE-OTHER""}",singleton_0386,unrelated
cpse-05169,erp,BPC-EQUIVALENT_1292-05169,DEEP GROOVE BALL BEARING 6205 ITEM 1292,"{""size"": ""6205"", ""standard"": ""ISO 15-1292""}",equivalent_1292,exact
cpse-00681,erp,NTP-EQUIVALENT_0170-00681,STEEL BOLT M12 GRADE B ITEM 0170,"{""grade"": ""B"", ""size"": ""M12"", ""standard"": ""ISO 4014-0170""}",equivalent_0170,exact
cpse-04945,catalogue,GAI-EQUIVALENT_1236-04945,STEEL BOLT M10 GRADE B ITEM 1236,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014-1236""}",equivalent_1236,exact
cpse-01973,maintenance,IOC-EQUIVALENT_0493-01973,STEEL BOLT M10 GRADE C ITEM 0493,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014-0493""}",equivalent_0493,exact
cpse-05421,erp,NTP-EQUIVALENT_1355-05421,INDUCTION MOTOR 5 KW 415 V ITEM 1355,"{""size"": ""5 kW"", ""standard"": ""CPSE-1355"", ""voltage"": ""415 V""}",equivalent_1355,exact
cpse-07511,maintenance,NTP-EQUIVALENT_1877-07511,ITEM 1877 CARBON STEEL PIPE 50 MM SCH 40,"{""size"": ""50 mm"", ""standard"": ""ASTM A106-1877""}",equivalent_1877,terminology
cpse-00408,erp,POW-EQUIVALENT_0101-00408,CARBON STEEL PIPE 50mm SCH 40 ITEM 0101,"{""size"": ""50 mm"", ""standard"": ""ASTM A106-0101""}",equivalent_0101,unit_format
cpse-00618,erp,POW-EQUIVALENT_0154-00618,SPIRAL WOUND GASKET DN50 ITEM 0154,"{""size"": ""DN50"", ""standard"": ""ASME B16.20-0154""}",equivalent_0154,abbreviation
cpse-05985,erp,GAI-EQUIVALENT_1496-05985,DEEP GROOVE BALL BEARING 6205 ITEM 1496,"{""size"": ""6205"", ""standard"": ""ISO 15-1496""}",equivalent_1496,exact
cpse-01457,maintenance,COA-EQUIVALENT_0364-01457,STEEL WASHER M10 ITEM 0364,"{""size"": ""M10"", ""standard"": ""ISO 7089-0364""}",equivalent_0364,exact
cpse-06551,maintenance,NTP-EQUIVALENT_1637-06551,ITEM 1637 CARBON STEEL PIPE 50 MM SCH 40,"{""size"": ""50 mm"", ""standard"": ""ASTM A106-1637""}",equivalent_1637,terminology
cpse-02472,erp,BHE-EQUIVALENT_0617-02472,CARBON STEEL PIPE 50mm SCH 40 ITEM 0617,"{""size"": ""50 mm"", ""standard"": ""ASTM A106-0617""}",equivalent_0617,unit_format
cpse-01472,maintenance,BHE-EQUIVALENT_0367-01472,POWER CABLE 4 CORE 240VAC ITEM 0367,"{""size"": ""4 core"", ""standard"": ""CPSE-0367"", ""voltage"": ""240 V""}",equivalent_0367,unit_format
cpse-04489,catalogue,BPC-EQUIVALENT_1122-04489,GATE VALVE 50 MM 150 PSI ITEM 1122,"{""pressure"": ""150 psi"", ""size"": ""50 mm"", ""standard"": ""API 600-1122""}",equivalent_1122,exact
cpse-02778,erp,POW-EQUIVALENT_0694-02778,SPIRAL WOUND GASKET DN50 ITEM 0694,"{""size"": ""DN50"", ""standard"": ""ASME B16.20-0694""}",equivalent_0694,abbreviation
cpse-04447,catalogue,COA-EQUIVALENT_1111-04447,ITEM 1111 POWER CABLE 4 CORE 240 V,"{""size"": ""4 core"", ""standard"": ""CPSE-1111"", ""voltage"": ""240 V""}",equivalent_1111,terminology
cpse-05564,maintenance,ONG-EQUIVALENT_1390-05564,SPIRAL WOUND GASKET DN50 बोल्ट ITEM 1390,"{""size"": ""DN50"", ""standard"": ""ASME B16.20-1390""}",equivalent_1390,multilingual
cpse-00489,erp,BPC-EQUIVALENT_0122-00489,STEEL BOLT M12 GRADE B ITEM 0122,"{""grade"": ""B"", ""size"": ""M12"", ""standard"": ""ISO 4014-0122""}",equivalent_0122,exact
cpse-07190,maintenance,HPC-EQUIVALENT_1797-07190,WELD NECK FLANGE DN50 PN16 ITEM 1797,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092-1797""}",equivalent_1797,abbreviation
cpse-05444,maintenance,ONG-EQUIVALENT_1360-05444,STEEL WASHER M10 बोल्ट ITEM 1360,"{""size"": ""M10"", ""standard"": ""ISO 7089-1360""}",equivalent_1360,multilingual
cpse-05065,catalogue,GAI-EQUIVALENT_1266-05065,GATE VALVE 50 MM 150 PSI ITEM 1266,"{""pressure"": ""150 psi"", ""size"": ""50 mm"", ""standard"": ""API 600-1266""}",equivalent_1266,exact
cpse-01496,maintenance,SAI-EQUIVALENT_0373-01496,STEEL BOLT 10 mm GRADE C ITEM 0373,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014-0373""}",equivalent_0373,unit_format
cpse-06472,catalogue,BHE-EQUIVALENT_1617-06472,WELD NECK FLANGE DN50 PN16 ITEM 1617,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092-1617""}",equivalent_1617,unit_format
cpse-06105,erp,GAI-EQUIVALENT_1526-06105,STEEL BOLT M12 GRADE B ITEM 1526,"{""grade"": ""B"", ""size"": ""M12"", ""standard"": ""ISO 4014-1526""}",equivalent_1526,exact
cpse-08061,erp,NTP-NEAR_MISS_0030_A-08061,WELD NECK FLANGE DN50 PN16 ITEM NM0030,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092""}",near_miss_0030_a,near_duplicate
cpse-04089,erp,BPC-EQUIVALENT_1022-04089,STEEL BOLT M12 GRADE B ITEM 1022,"{""grade"": ""B"", ""size"": ""M12"", ""standard"": ""ISO 4014-1022""}",equivalent_1022,exact
cpse-00863,maintenance,IOC-EQUIVALENT_0215-00863,ITEM 0215 INDUCTION MOTOR 5 KW 415 V,"{""size"": ""5 kW"", ""standard"": ""CPSE-0215"", ""voltage"": ""415 V""}",equivalent_0215,terminology
cpse-01417,catalogue,COA-EQUIVALENT_0354-01417,GATE VALVE 50 MM 150 PSI ITEM 0354,"{""pressure"": ""150 psi"", ""size"": ""50 mm"", ""standard"": ""API 600-0354""}",equivalent_0354,exact
cpse-09052,catalogue,BHE-SINGLETON_0551-09052,UNIQUE CPSE MATERIAL 0551 CERAMIC LINER,"{""size"": ""1551 mm"", ""standard"": ""CPSE-OTHER""}",singleton_0551,unrelated
cpse-00429,erp,BPC-EQUIVALENT_0107-00429,INDUCTION MOTOR 5 KW 415 V ITEM 0107,"{""size"": ""5 kW"", ""standard"": ""CPSE-0107"", ""voltage"": ""415 V""}",equivalent_0107,exact
cpse-04550,maintenance,HPC-EQUIVALENT_1137-04550,WELD NECK FLANGE DN50 PN16 ITEM 1137,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092-1137""}",equivalent_1137,abbreviation
cpse-07043,maintenance,IOC-EQUIVALENT_1760-07043,ITEM 1760 DEEP GROOVE BALL BEARING 6205,"{""size"": ""6205"", ""standard"": ""ISO 15-1760""}",equivalent_1760,terminology
cpse-01968,erp,POW-EQUIVALENT_0491-01968,INDUCTION MOTOR 5 KW 415 V ITEM 0491,"{""size"": ""5 kW"", ""standard"": ""CPSE-0491"", ""voltage"": ""415 V""}",equivalent_0491,unit_format
cpse-07827,erp,COA-EQUIVALENT_1956-07827,ITEM 1956 STEEL HEX BOLT M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014-1956""}",equivalent_1956,terminology
cpse-09909,erp,BPC-SINGLETON_1408-09909,UNIQUE CPSE MATERIAL 1408 CERAMIC LINER,"{""size"": ""2408 mm"", ""standard"": ""CPSE-OTHER""}",singleton_1408,unrelated
cpse-04452,erp,BHE-EQUIVALENT_1112-04452,DEEP GROOVE BALL BEARING 6205 ITEM 1112,"{""size"": ""6205"", ""standard"": ""ISO 15-1112""}",equivalent_1112,unit_format
cpse-05975,maintenance,GAI-EQUIVALENT_1493-05975,ITEM 1493 CARBON STEEL PIPE 50 MM SCH 40,"{""size"": ""50 mm"", ""standard"": ""ASTM A106-1493""}",equivalent_1493,terminology
cpse-03307,catalogue,COA-EQUIVALENT_0826-03307,ITEM 0826 SPIRAL WOUND GASKET DN50,"{""size"": ""DN50"", ""standard"": ""ASME B16.20-0826""}",equivalent_0826,terminology
cpse-03830,maintenance,HPC-EQUIVALENT_0957-03830,WELD NECK FLANGE DN50 PN16 ITEM 0957,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092-0957""}",equivalent_0957,abbreviation
cpse-09222,erp,BHE-SINGLETON_0721-09222,UNIQUE CPSE MATERIAL 0721 CERAMIC LINER,"{""size"": ""1721 mm"", ""standard"": ""CPSE-OTHER""}",singleton_0721,unrelated
cpse-02488,catalogue,POW-EQUIVALENT_0621-02488,WELD NECK FLANGE DN50 PN16 ITEM 0621,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092-0621""}",equivalent_0621,unit_format
cpse-01328,maintenance,POW-EQUIVALENT_0331-01328,POWER CABLE 4 CORE 240VAC ITEM 0331,"{""size"": ""4 core"", ""standard"": ""CPSE-0331"", ""voltage"": ""240 V""}",equivalent_0331,unit_format
cpse-03364,catalogue,ONG-EQUIVALENT_0840-03364,STEEL BOLT M10 GRADE B बोल्ट ITEM 0840,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014-0840""}",equivalent_0840,multilingual
cpse-02782,catalogue,BHE-EQUIVALENT_0695-02782,INDUCTION MOTOR 5 KW 415 V ITEM 0695,"{""size"": ""5 kW"", ""standard"": ""CPSE-0695"", ""voltage"": ""415 V""}",equivalent_0695,abbreviation
cpse-00311,maintenance,NTP-EQUIVALENT_0077-00311,ITEM 0077 CARBON STEEL PIPE 50 MM SCH 40,"{""size"": ""50 mm"", ""standard"": ""ASTM A106-0077""}",equivalent_0077,terminology
cpse-02777,maintenance,COA-EQUIVALENT_0694-02777,SPIRAL WOUND GASKET DN50 ITEM 0694,"{""size"": ""DN50"", ""standard"": ""ASME B16.20-0694""}",equivalent_0694,exact
cpse-09468,erp,POW-SINGLETON_0967-09468,UNIQUE CPSE MATERIAL 0967 CERAMIC LINER,"{""size"": ""1967 mm"", ""standard"": ""CPSE-OTHER""}",singleton_0967,unrelated
cpse-05737,catalogue,COA-EQUIVALENT_1434-05737,GATE VALVE 50 MM 150 PSI ITEM 1434,"{""pressure"": ""150 psi"", ""size"": ""50 mm"", ""standard"": ""API 600-1434""}",equivalent_1434,exact
cpse-07905,erp,GAI-EQUIVALENT_1976-07905,DEEP GROOVE BALL BEARING 6205 ITEM 1976,"{""size"": ""6205"", ""standard"": ""ISO 15-1976""}",equivalent_1976,exact
cpse-09391,catalogue,NTP-SINGLETON_0890-09391,UNIQUE CPSE MATERIAL 0890 CERAMIC LINER,"{""size"": ""1890 mm"", ""standard"": ""CPSE-OTHER""}",singleton_0890,unrelated
cpse-06393,erp,IOC-EQUIVALENT_1598-06393,STEEL BOLT M12 GRADE B ITEM 1598,"{""grade"": ""B"", ""size"": ""M12"", ""standard"": ""ISO 4014-1598""}",equivalent_1598,exact
cpse-05383,catalogue,IOC-EQUIVALENT_1345-05383,ITEM 1345 STEEL HEX BOLT M10 GRADE C,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014-1345""}",equivalent_1345,terminology
cpse-00302,maintenance,BHE-EQUIVALENT_0075-00302,STEEL HEX NUT M10 GR B ITEM 0075,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032-0075""}",equivalent_0075,abbreviation
cpse-08264,maintenance,ONG-NEAR_MISS_0131_B-08264,CARBON STEEL PIPE 12 MM SCH 40 ITEM NM0131,"{""size"": ""12 mm"", ""standard"": ""ASTM A106""}",near_miss_0131_b,near_duplicate
cpse-03035,maintenance,GAI-EQUIVALENT_0758-03035,ITEM 0758 STEEL HEX BOLT M12 GRADE B,"{""grade"": ""B"", ""size"": ""M12"", ""standard"": ""ISO 4014-0758""}",equivalent_0758,terminology
cpse-08043,erp,IOC-NEAR_MISS_0021_A-08043,POWER CABLE 4 CORE 240 V ITEM NM0021,"{""size"": ""4 core"", ""voltage"": ""240 V""}",near_miss_0021_a,near_duplicate
cpse-09825,erp,GAI-SINGLETON_1324-09825,UNIQUE CPSE MATERIAL 1324 CERAMIC LINER,"{""size"": ""2324 mm"", ""standard"": ""CPSE-OTHER""}",singleton_1324,unrelated
cpse-01538,maintenance,POW-EQUIVALENT_0384-01538,STEEL BOLT M10 GR B ITEM 0384,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014-0384""}",equivalent_0384,abbreviation
